0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,12-f,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9-f,11-f,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9-f,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,21-f,9-f,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9-f,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9-f,31-f,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9-f,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,41-f,9-f,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9-f,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9-f,51-f,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
