0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6-u,10,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2-u,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2-u,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2-u,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6-u,1-r,1-r,1-r,3-r,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2-u,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2-u,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2-u,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,12,1-r,1-r,1-r,3-r,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
