0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6-u,1-r,1-r,1-r,1-r,4-r,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5-l,4-u,0,0,0,2-d,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6-u,3-r,0,0,0,2-d,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5-l,4-u,0,0,0,2-d,0,0,6-l,4-u,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6-u,3-r,0,0,0,5-d,1-r,1-r,7-r,3-r,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5-l,4-u,0,0,0,0,0,0,2-d,0,0,0,0,0,0,0
0,0,0,0,0,12,1-r,1-r,1-r,3-r,0,0,0,0,0,0,2-d,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2-d,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2-d,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,10,1-l,1-l,1-l,1-l,8-d,4-u,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-d,3-r,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
